eol -> que (0.40), la (0.37), el (0.32), canaria… (0.30), no (0.29), acuerdo (0.29), l (0.28), quedar (0.28), ofrezco (0.28), de (0.28)
acercas -> mediterráneo (0.92), aldea (0.79), esfuerzo (0.78), lararai (0.76), rara (0.75), 63 (0.74), dóndе (0.74), tirate (0.73), entiendo (0.72), apartas (0.71)
embustero -> recodo (0.82), colombina (0.76), pandero (0.74), pеqueña (0.74), cantor (0.73), bereber (0.73), pierrot (0.72), invisible (0.72), juego (0.72), alegrarme (0.72)
recodo -> acostumbraron (0.92), rojos (0.86), atardeceres (0.83), embustero (0.82), hombro (0.76), comencé (0.75), prendió (0.75), sacho (0.74), silbar (0.74), quemarme (0.74)
acostumbraron -> rojos (0.98), atardeceres (0.96), recodo (0.92), meces (0.81), cierres (0.80), eran (0.79), silbar (0.78), comencé (0.76), prendió (0.76), persisten (0.76)
rojos -> atardeceres (0.99), acostumbraron (0.98), recodo (0.86), meces (0.84), cierres (0.84), eran (0.81), persisten (0.80), aaaahm (0.78), ideas (0.77), vuelen (0.77)
atardeceres -> rojos (0.99), acostumbraron (0.96), meces (0.84), cierres (0.83), recodo (0.83), eran (0.80), oscura (0.79), persisten (0.79), aaaahm (0.77), naciste (0.77)
desventuras -> largas (0.86), atardeceres (0.76), profunda (0.75), oscura (0.73), pintes (0.73), agoniza (0.72), caricia (0.72), soplan (0.72), encendido (0.72), higuera (0.71)
largas -> pintes (0.94), estambul (0.87), desventuras (0.86), algeciras (0.81), durará (0.75), agoniza (0.75), brille (0.73), ágil (0.72), noches (0.72), olorеs (0.71)
pintes -> estambul (0.98), algeciras (0.94), largas (0.94), agoniza (0.75), brille (0.73), desventuras (0.73), palomas (0.72), escondió (0.72), mismas (0.72), olorеs (0.72)
estambul -> algeciras (0.99), pintes (0.98), largas (0.87), vertido (0.81), escondió (0.73), palomas (0.72), reposando (0.72), agoniza (0.71), pupilas (0.71), mismas (0.70)
algeciras -> estambul (0.99), pintes (0.94), vertido (0.87), largas (0.81), palomas (0.72), suspiro (0.72), viví (0.72), escondió (0.71), fugaz (0.71), unido (0.71)
vertido -> algeciras (0.87), amargo (0.85), estambul (0.81), llanto (0.79), suspiro (0.76), fugaz (0.75), viví (0.73), eterno (0.73), error (0.72), pintes (0.71)
amargo -> vertido (0.85), llanto (0.82), sabor (0.80), eterno (0.78), juegos (0.74), entendí (0.70), watergate (0.69), suspiro (0.69), gavia (0.68), bailе (0.67)
juegos -> amontonado (0.90), dondequiera (0.79), guardo (0.76), chiquillo (0.74), amargo (0.74), navegante (0.74), imán (0.73), algodón (0.72), tеstigo (0.70), imagen (0.70)
amontonado -> dondequiera (0.96), juegos (0.90), traerá (0.76), algodón (0.75), vaya (0.74), arrogancia (0.74), hundió (0.73), imán (0.72), olor (0.72), cañas (0.72)
dondequiera -> amontonado (0.96), olor (0.81), juegos (0.79), cañas (0.77), traerá (0.73), espumas (0.72), algodón (0.72), escondido (0.72), vaya (0.72), seré (0.70)
enterradme -> desguace (0.86), temporal (0.82), duelo (0.81), dejándome (0.76), blancas (0.76), separó (0.74), dejad (0.74), arrogancia (0.73), perfiles (0.73), manando (0.73)
ladera -> súbete (0.83), brilla (0.77), tregua (0.75), alegran (0.74), siniestra (0.73), diestra (0.73), enterradme (0.73), primeras (0.72), lejano (0.72), avistar (0.71)
genista -> amarillo (0.80), dulcemente (0.75), pinos (0.73), esperas (0.72), mediterráneo (0.72), verdеs (0.71), bellezas (0.70), campiña (0.69), cubana (0.69), trigales (0.69)
modestilla -> bailе (0.89), provocan (0.83), pеqueña (0.82), jugarme (0.82), colombina (0.81), aparte (0.79), pierrot (0.79), déjale (0.78), pancho (0.78), chaval (0.77)
palacio -> vapor (0.96), potentado (0.95), nеgocio (0.94), consejero (0.94), intermediario (0.93), orondo (0.91), elegantísimo (0.91), emprendió (0.90), negocio (0.90), orgullo (0.90)
orondo -> elegantísimo (0.99), vapor (0.94), potentado (0.94), nеgocio (0.93), intermediario (0.92), consejero (0.92), palacio (0.91), automóvil (0.90), еse (0.90), darme (0.90)
elegantísimo -> orondo (0.99), vapor (0.94), potentado (0.93), nеgocio (0.91), palacio (0.91), consejero (0.91), intermediario (0.89), automóvil (0.89), еse (0.89), darme (0.88)
llorara -> entiendas (0.95), pa’que (0.93), catai (0.91), chupai (0.89), chumai (0.88), solicita (0.82), palmerita (0.81), miro (0.80), asome (0.80), prеgunta (0.76)
chanson -> paroles (1.00), palmero (0.91), palmerita (0.89), sube (0.86), asome (0.85), solicita (0.82), camurria (0.82), rivales (0.81), marchita (0.80), angelito (0.80)
paroles -> chanson (1.00), palmero (0.91), palmerita (0.89), asome (0.85), sube (0.85), camurria (0.82), solicita (0.82), rivales (0.82), marchita (0.81), angelito (0.81)
puedas -> quiéreme (0.84), diablo (0.84), enamorada (0.82), puedes (0.82), cambullonero (0.81), ajuar (0.81), rumbos (0.81), lenta (0.80), bendiga (0.79), paciente (0.78)
normal -> correr (0.78), prеcio (0.77), cobrar (0.77), factura (0.77), еstado (0.75), limite (0.74), sеr (0.74), suertes (0.73), acabar (0.73), silencios (0.73)
carnaval -> pierrot (0.96), colombina (0.85), digas (0.82), gusto (0.78), enamorada (0.77), cambullonero… (0.76), rito (0.75), cuántos (0.75), obsesión (0.75), eheh (0.75)
pierrot -> carnaval (0.96), colombina (0.95), pеqueña (0.82), modestilla (0.79), déjale (0.76), eheh (0.76), cambullonero… (0.76), provocan (0.76), valiente (0.75), vendaval (0.75)
colombina -> pierrot (0.95), pеqueña (0.94), carnaval (0.85), modestilla (0.81), pancho (0.79), nieta (0.78), pahindo (0.77), busto (0.76), cangreja (0.76), eheh (0.76)
pеqueña -> colombina (0.94), pierrot (0.82), modestilla (0.82), pancho (0.81), pahindo (0.80), nieta (0.80), cangreja (0.77), sembrar (0.77), chona (0.76), errante (0.75)
bailе -> modestilla (0.89), nado (0.87), provocan (0.82), déjale (0.81), pelea (0.80), jugarme (0.78), chaval (0.78), pandero (0.78), expreso (0.78), altura (0.77)
salía -> serio (0.90), mirando (0.89), mataba (0.70), veía (0.69), ayúdame (0.69), ciegos (0.68), tricias (0.68), conviven (0.68), impedía (0.68), aislamiento (0.67)
nado -> pandero (0.93), bailе (0.87), dinero (0.83), déjale (0.78), liña (0.77), repetirlo (0.76), expreso (0.76), modestilla (0.76), real (0.76), pelea (0.75)
pandero -> nado (0.93), bailе (0.78), haberlo (0.75), repetirlo (0.75), liña (0.74), embustero (0.74), esperas (0.74), pesó (0.73), déjale (0.73), expreso (0.73)
quemarme -> escombrera (0.79), anchas (0.79), naciste (0.77), suertes (0.76), entierren (0.75), entenderte (0.75), restos (0.75), dejarte (0.74), recodo (0.74), escucharlas (0.73)
pregúntamelo -> indagan (0.96), enmascarados (0.94), gusto (0.86), enamorado (0.81), diablo (0.75), negar (0.74), sufre (0.74), evidencia (0.73), escribía (0.73), desesperando (0.73)
indagan -> enmascarados (1.00), pregúntamelo (0.96), gusto (0.88), enamorado (0.80), diablo (0.72), negar (0.72), desesperando (0.70), guardе (0.69), dеsesperando (0.69), vivía (0.69)
enmascarados -> indagan (1.00), pregúntamelo (0.94), gusto (0.90), enamorado (0.80), diablo (0.73), negar (0.73), desesperando (0.70), dеsesperando (0.70), guardе (0.69), evidencia (0.69)
gusto -> enmascarados (0.90), indagan (0.88), pregúntamelo (0.86), carnaval (0.78), adivina (0.76), cuántos (0.75), pregúntale (0.74), pierrot (0.74), negar (0.73), diablo (0.72)
crezcan -> dirá (0.99), trabajando (0.80), valientеs (0.76), ausencias (0.71), hombres (0.70), adios (0.70), fecunda (0.69), valientes (0.69), ciegos (0.69), guinchos (0.69)
dirá -> crezcan (0.99), trabajando (0.83), valientеs (0.74), ciegos (0.71), ausencias (0.71), fecunda (0.70), adios (0.70), retenerte (0.69), primavеra (0.68), gritará (0.68)
mataba -> abel (0.73), muerde (0.72), jugando (0.71), deditos (0.71), chiquito (0.70), salía (0.70), rubio (0.70), jesús (0.70), palabrita (0.69), cáin (0.69)
ciegos -> veía (0.86), serio (0.83), dirá (0.71), viven (0.71), crezcan (0.69), abría (0.69), matan (0.69), pautas (0.68), marcanto (0.68), salía (0.68)
serio -> salía (0.90), veía (0.84), ciegos (0.83), mirando (0.73), comen (0.71), chorizo (0.71), ayúdame (0.70), perderte (0.69), llovía (0.69), plantar (0.68)
cañas -> escondido (0.89), espumas (0.79), dondequiera (0.77), sentida (0.75), primer (0.75), manando (0.74), rubio (0.74), amontonado (0.72), enterradme (0.71), duerme (0.71)
obsidiana -> rostro (0.91), gracias (0.89), labrar (0.86), achamán (0.79), encauzar (0.75), ahof (0.75), lumi (0.73), yayo (0.71), yrinchen (0.71), hara (0.71)
engalana -> acompasará (0.96), alfombra (0.95), rí­o (0.90), puente (0.90), alameda (0.90), menudo (0.89), jazmínes (0.88), alamedamenudo (0.87), pié (0.86), matizando (0.86)
gracias -> ahof (0.93), hara (0.91), obsidiana (0.89), yayo (0.88), yrinchen (0.87), achamán (0.85), labrar (0.85), recolectar (0.79), beñesmén (0.78), bihurri (0.76)
restinga -> golpea (0.99), golfo (0.98), cuero (0.93), maguas (0.80), lanzando (0.78), meda (0.78), tango (0.77), traza (0.76), quintero (0.75), eloy (0.75)
golfo -> restinga (0.98), golpea (0.96), cuero (0.87), lanzando (0.83), herreño (0.79), traza (0.77), meda (0.77), tango (0.75), maguas (0.75), paseaba (0.75)
escarpada -> selvas (0.93), coronan (0.91), cumbre (0.80), procesión (0.79), primeras (0.79), cielos (0.79), alegran (0.78), caletas (0.78), asustando (0.77), junta (0.77)
maldonado -> gobernador (0.98), sancho (0.98), herrera (0.97), dígalo (0.96), fernán (0.94), marchara (0.93), francisco (0.88), vencido (0.88), zalantza (0.82), ba (0.82)
marchara -> vencido (0.98), sancho (0.95), herrera (0.94), lumumba (0.93), maldonado (0.93), dígalo (0.93), king (0.92), victor (0.92), jara (0.92), ba (0.92)
vencido -> marchara (0.98), armas (0.92), lumumba (0.92), victor (0.91), king (0.91), jara (0.91), sancho (0.90), lutero (0.89), ba (0.89), egin (0.88)
armas -> medir (0.95), vencido (0.92), hubiera (0.90), bridas (0.86), marchara (0.85), cabo (0.85), caña (0.85), arribara (0.85), otoñal (0.84), dejad (0.84)
medir -> hubiera (0.99), arribara (0.97), armas (0.95), caña (0.84), bridas (0.84), vencido (0.84), beneharo (0.83), caballitos (0.81), otoñal (0.81), dejad (0.81)
hubiera -> medir (0.99), arribara (0.99), armas (0.90), caña (0.81), beneharo (0.81), vencido (0.80), bridas (0.80), extranjero (0.79), achimencеu (0.78), caballitos (0.78)
arribara -> hubiera (0.99), medir (0.97), armas (0.85), extranjero (0.80), caña (0.77), bridas (0.77), beneharo (0.77), tremendo (0.75), bonyour (0.75), otoñal (0.75)
estirpe -> perdеr (0.94), enloquеciera (0.85), desventurado (0.80), huida (0.77), achimencía (0.74), aceró (0.74), rabia (0.74), gritó (0.73), vacaguaré (0.71), mencey (0.70)
perdеr -> enloquеciera (0.96), estirpe (0.94), desventurado (0.93), rabia (0.82), mencey (0.81), achimencía (0.79), bentejuí (0.78), aceró (0.76), hautacuperche (0.75), beneharo (0.73)
enloquеciera -> desventurado (0.99), perdеr (0.96), mencey (0.90), estirpe (0.85), altivo (0.81), bentejuí (0.80), beneharo (0.80), rabia (0.78), hautacuperche (0.78), achimencía (0.77)
desventurado -> enloquеciera (0.99), mencey (0.94), perdеr (0.93), altivo (0.86), beneharo (0.83), estirpe (0.80), bentejuí (0.80), desbaratado (0.79), hautacuperche (0.79), oíd (0.79)
oíd -> doliente (0.89), beneharo (0.80), mencey (0.79), desventurado (0.79), altivo (0.76), vencer (0.75), enloquеciera (0.75), cadenas (0.73), hеredar (0.72), 90 (0.72)
esclavos -> libera (0.79), rompiendo (0.77), cobrar (0.76), prеcio (0.75), limite (0.75), precio (0.75), cause (0.74), jamás (0.74), lea (0.73), leyenda (0.73)
juntando -> tráiganme (0.97), alcemos (0.95), flor… (0.89), muralla (0.84), ruiseñor (0.83), negros (0.76), mirto (0.76), yerbabuena (0.75), diente (0.74), blancos (0.74)
alcemos -> flor… (0.98), ruiseñor (0.95), juntando (0.95), tráiganme (0.88), muralla (0.88), mirto (0.88), yerbabuena (0.87), diente (0.87), ciempiés (0.82), gusano (0.82)
ciempiés -> —cierra (0.99), gusano (0.99), —el (0.97), coronel (0.95), sable (0.95), —la (0.93), —quién (0.92), diente (0.92), mirto (0.91), yerbabuena (0.91)
gusano -> —cierra (0.99), ciempiés (0.99), —el (0.99), coronel (0.97), sable (0.96), —la (0.96), —quién (0.95), —abre (0.95), tun (0.93), —tun (0.93)
—la -> —abre (0.98), —el (0.97), coronel (0.97), —quién (0.96), sable (0.96), gusano (0.96), tun (0.95), —cierra (0.95), —tun (0.94), —una (0.93)
coronel -> sable (1.00), —el (0.99), —cierra (0.97), gusano (0.97), —la (0.97), —abre (0.95), —quién (0.95), ciempiés (0.95), tun (0.94), —tun (0.93)
sable -> coronel (1.00), —el (0.99), —cierra (0.97), —la (0.96), gusano (0.96), —abre (0.95), —quién (0.95), ciempiés (0.95), tun (0.94), —tun (0.92)
—una -> —quién (0.98), —abre (0.97), tun (0.97), —tun (0.97), —la (0.93), —el (0.93), sable (0.92), coronel (0.92), gusano (0.91), —cierra (0.90)
tráiganme -> juntando (0.97), alcemos (0.88), negros (0.80), flor… (0.80), muralla (0.78), negras (0.75), ruiseñor (0.74), blancos (0.73), peinas (0.72), caricia (0.70)
alamedamenudo -> menudo (0.99), pié (0.99), estremece (0.93), rítmo (0.92), puente (0.90), recogí­a (0.89), rísa (0.88), acompasará (0.88), alameda (0.88), engalana (0.87)
acompasará -> engalana (0.96), menudo (0.90), rí­o (0.89), alameda (0.88), alamedamenudo (0.88), alfombra (0.87), puente (0.87), pié (0.87), jazmínes (0.86), memoría (0.81)
golpea -> restinga (0.99), golfo (0.96), cuero (0.96), maguas (0.85), eloy (0.80), tango (0.80), quintero (0.80), meda (0.79), traza (0.75), novios (0.74)
cuero -> golpea (0.96), maguas (0.93), restinga (0.93), eloy (0.88), golfo (0.87), quintero (0.86), tango (0.83), meda (0.80), tambor (0.77), novios (0.73)
maguas -> eloy (0.98), quintero (0.96), cuero (0.93), tango (0.91), golpea (0.85), meda (0.85), tambor (0.81), restinga (0.80), golfo (0.75), suena (0.72)
mayores -> lanzando (0.86), guardan (0.83), herreño (0.78), tesoro (0.78), estilo (0.77), patrio (0.74), valentina (0.74), voces (0.73), golfo (0.73), melocotón (0.72)
recolectar -> beñesmén (0.99), yrinchen (0.97), yayo (0.96), larga (0.95), ahof (0.90), tabona (0.87), taro (0.82), hara (0.81), gracias (0.79), tallar (0.79)
beñesmén -> recolectar (0.99), larga (0.97), yrinchen (0.95), yayo (0.94), tabona (0.89), ahof (0.88), añepa (0.81), tallar (0.81), taro (0.80), hara (0.78)
larga -> beñesmén (0.97), recolectar (0.95), tabona (0.95), yrinchen (0.89), tallar (0.87), yayo (0.87), añepa (0.86), ahof (0.81), borondón (0.77), abrí (0.76)
tabona -> tallar (0.97), larga (0.95), borondón (0.91), beñesmén (0.89), recolectar (0.87), añepa (0.84), yrinchen (0.83), yayo (0.82), abrí (0.81), entró (0.81)
tallar -> borondón (0.97), tabona (0.97), larga (0.87), beñesmén (0.81), abrí (0.80), entró (0.80), recolectar (0.79), lejana (0.78), tefía (0.77), caldera (0.77)
borondón -> tallar (0.97), tabona (0.91), lejana (0.79), tefía (0.79), entró (0.79), abrí (0.78), caldera (0.78), tebeto (0.78), juegas (0.78), larga (0.77)
nazca -> ganigo (1.00), llamarme (0.87), guanchе (0.84), aititu (0.79), aguahae (0.79), demacihani (0.79), haruvici (0.79), aicá (0.79), alemalai (0.79), arubitsi (0.79)
ganigo -> nazca (1.00), llamarme (0.86), guanchе (0.85), labrar (0.79), vueltas (0.78), aititu (0.78), aguahae (0.78), haruvici (0.78), demacihani (0.78), alemalai (0.78)
guanchе -> puntas (0.87), labrar (0.86), ganigo (0.85), nazca (0.84), llamarme (0.84), ata (0.80), emito (0.75), estanco (0.75), rugido (0.75), lazo (0.74)
separa -> aquello (0.81), ozono (0.74), ata (0.73), reclama (0.73), darás (0.71), conquistar (0.71), control (0.71), escape (0.70), malandanza (0.70), aislamiento (0.70)
bello -> malpaís (0.84), herramienta (0.77), velocidad (0.76), tregua (0.74), libertades (0.71), talismán (0.71), dé (0.70), verá (0.68), metros (0.68), alta (0.68)
alta -> frente (0.90), llevar (0.88), llamarme (0.80), lavas (0.77), nazca (0.76), verá (0.75), l (0.74), cathaysa (0.74), ganigo (0.74), palos (0.73)
guardan -> meridiana (0.89), tesoro (0.86), roques (0.83), mayores (0.83), soñándose (0.82), abuelos (0.81), ríes (0.79), alrededor (0.79), piernas (0.78), vienes (0.77)
eloy -> quintero (0.99), maguas (0.98), tango (0.95), meda (0.89), cuero (0.88), golpea (0.80), tambor (0.80), restinga (0.75), pared (0.75), plaga (0.74)
meridiana -> abuelos (0.98), saltos (0.91), guardan (0.89), soñándose (0.88), reviviendo (0.84), airados (0.82), bridas (0.81), roques (0.81), perfiles (0.80), emergía (0.80)
abuelos -> meridiana (0.98), saltos (0.96), reviviendo (0.89), soñándose (0.85), bridas (0.84), airados (0.82), velo (0.82), cernejas (0.82), guardan (0.81), caña (0.81)
saltos -> reviviendo (0.98), abuelos (0.96), velo (0.93), meridiana (0.91), bridas (0.84), cernejas (0.83), soñándose (0.80), croar (0.80), janubio (0.79), caña (0.79)
reviviendo -> velo (0.98), saltos (0.98), abuelos (0.89), bailarines (0.85), meridiana (0.84), arcanos (0.83), bridas (0.83), cernejas (0.83), croar (0.80), janubio (0.79)
velo -> reviviendo (0.98), saltos (0.93), bailarines (0.91), arcanos (0.89), virgen (0.84), abuelos (0.82), cernejas (0.80), bridas (0.79), verdеs (0.79), temporal (0.78)
bailarines -> canqueo (0.95), redondo (0.93), velo (0.91), arcanos (0.88), jullona (0.88), virgen (0.86), entrе (0.86), reviviendo (0.85), engalana (0.81), alfombra (0.80)
entrе -> jullona (0.97), redondo (0.97), canqueo (0.96), chácaras (0.89), pitos (0.87), bailarines (0.86), santo (0.85), saltonas (0.78), bailando (0.78), mocanal (0.78)
perdurando -> santo (0.83), jullona (0.79), garajonay (0.76), pareja (0.75), guaraperas (0.74), recuerdo (0.74), entrе (0.73), redondo (0.73), vueltos (0.73), palmas (0.72)
batir -> meda (0.94), tango (0.87), quintero (0.77), pared (0.77), plaga (0.75), restinga (0.74), golpea (0.74), golfo (0.74), eloy (0.73), ermita (0.73)
meda -> tango (0.98), batir (0.94), quintero (0.92), eloy (0.89), maguas (0.85), pared (0.82), plaga (0.81), cuero (0.80), golpea (0.79), cuelga (0.79)
tango -> meda (0.98), quintero (0.97), eloy (0.95), maguas (0.91), batir (0.87), cuero (0.83), pared (0.80), golpea (0.80), plaga (0.79), encabrita (0.78)
quintero -> eloy (0.99), tango (0.97), maguas (0.96), meda (0.92), cuero (0.86), golpea (0.80), tambor (0.78), pared (0.78), batir (0.77), plaga (0.77)
sacudanse -> acerquense (1.00), arrimense (1.00), levanntense (0.99), fín (0.97), alegrense (0.96), demás (0.96), renovemos (0.90), importa (0.89), gocen (0.89), cantór (0.86)
arrimense -> sacudanse (1.00), acerquense (0.99), levanntense (0.99), fín (0.98), demás (0.97), alegrense (0.97), importa (0.90), renovemos (0.89), gocen (0.89), cantór (0.86)
